# wl_(um)         transit_depth
0.70063          1.037415e-02
0.70133          1.037438e-02
0.70203          1.037350e-02
0.70273          1.037485e-02
0.70344          1.037271e-02
0.70414          1.037282e-02
0.70485          1.037260e-02
0.70555          1.037197e-02
0.70626          1.037047e-02
0.70696          1.037163e-02
0.70767          1.037068e-02
0.70838          1.037094e-02
0.70909          1.037029e-02
0.70980          1.037084e-02
0.71051          1.036966e-02
0.71122          1.037066e-02
0.71193          1.037037e-02
0.71264          1.037155e-02
0.71335          1.037140e-02
0.71407          1.037205e-02
0.71478          1.037105e-02
0.71550          1.037531e-02
0.71621          1.038170e-02
0.71693          1.040816e-02
0.71765          1.039233e-02
0.71837          1.038584e-02
0.71908          1.038476e-02
0.71980          1.038310e-02
0.72052          1.038726e-02
0.72125          1.038309e-02
0.72197          1.038017e-02
0.72269          1.038163e-02
0.72341          1.038330e-02
0.72414          1.038406e-02
0.72486          1.038603e-02
0.72559          1.038898e-02
0.72631          1.038777e-02
0.72704          1.038666e-02
0.72777          1.039068e-02
0.72849          1.038291e-02
0.72922          1.039264e-02
0.72995          1.039468e-02
0.73068          1.039532e-02
0.73141          1.039537e-02
0.73215          1.039797e-02
0.73288          1.039541e-02
0.73361          1.040002e-02
0.73435          1.039755e-02
0.73508          1.040151e-02
0.73582          1.040026e-02
0.73655          1.040570e-02
0.73729          1.040403e-02
0.73803          1.040204e-02
0.73876          1.040681e-02
0.73950          1.040532e-02
0.74024          1.040808e-02
0.74098          1.041037e-02
0.74173          1.041341e-02
0.74247          1.041644e-02
0.74321          1.041103e-02
0.74395          1.041455e-02
0.74470          1.041474e-02
0.74544          1.041960e-02
0.74619          1.042667e-02
0.74694          1.042396e-02
0.74768          1.041893e-02
0.74843          1.042194e-02
0.74918          1.042803e-02
0.74993          1.043905e-02
0.75068          1.044058e-02
0.75143          1.043332e-02
0.75218          1.043365e-02
0.75294          1.044249e-02
0.75369          1.045237e-02
0.75444          1.044869e-02
0.75520          1.044204e-02
0.75595          1.045184e-02
0.75671          1.046823e-02
0.75747          1.045751e-02
0.75822          1.046098e-02
0.75898          1.047417e-02
0.75974          1.047096e-02
0.76050          1.047922e-02
0.76126          1.048423e-02
0.76202          1.048859e-02
0.76279          1.049675e-02
0.76355          1.051580e-02
0.76431          1.055618e-02
0.76508          1.064999e-02
0.76584          1.078916e-02
0.76661          1.095469e-02
0.76738          1.093890e-02
0.76815          1.083755e-02
0.76891          1.074981e-02
0.76968          1.082992e-02
0.77045          1.093178e-02
0.77122          1.085549e-02
0.77200          1.071803e-02
0.77277          1.062877e-02
0.77354          1.057771e-02
0.77432          1.054345e-02
0.77509          1.052005e-02
0.77587          1.050173e-02
0.77664          1.048767e-02
0.77742          1.047710e-02
0.77820          1.046893e-02
0.77898          1.046071e-02
0.77975          1.045525e-02
0.78053          1.045401e-02
0.78132          1.044725e-02
0.78210          1.044188e-02
0.78288          1.044098e-02
0.78366          1.043475e-02
0.78445          1.043136e-02
0.78523          1.042551e-02
0.78602          1.042585e-02
0.78680          1.042152e-02
0.78759          1.041515e-02
0.78838          1.041335e-02
0.78917          1.041214e-02
0.78996          1.040824e-02
0.79075          1.040294e-02
0.79154          1.040028e-02
0.79233          1.039766e-02
0.79312          1.039742e-02
0.79392          1.039345e-02
0.79471          1.038828e-02
0.79551          1.038555e-02
0.79630          1.038546e-02
0.79710          1.038235e-02
0.79790          1.038150e-02
0.79869          1.038137e-02
0.79949          1.037693e-02
0.80029          1.037330e-02
0.80109          1.036911e-02
0.80190          1.036985e-02
0.80270          1.037120e-02
0.80350          1.036857e-02
0.80431          1.036741e-02
0.80511          1.036462e-02
0.80592          1.036481e-02
0.80672          1.036354e-02
0.80753          1.036221e-02
0.80834          1.036250e-02
0.80915          1.036952e-02
0.80996          1.037058e-02
0.81077          1.037195e-02
0.81158          1.037340e-02
0.81239          1.036811e-02
0.81320          1.037428e-02
0.81402          1.036907e-02
0.81483          1.036567e-02
0.81564          1.036183e-02
0.81646          1.036100e-02
0.81728          1.035515e-02
0.81810          1.035992e-02
0.81891          1.036588e-02
0.81973          1.037725e-02
0.82055          1.035259e-02
0.82137          1.034797e-02
0.82220          1.034464e-02
0.82302          1.037690e-02
0.82384          1.035713e-02
0.82467          1.034743e-02
0.82549          1.034461e-02
0.82632          1.034514e-02
0.82714          1.034185e-02
0.82797          1.034466e-02
0.82880          1.034570e-02
0.82963          1.035095e-02
0.83046          1.034407e-02
0.83129          1.034001e-02
0.83212          1.034393e-02
0.83295          1.033498e-02
0.83379          1.034455e-02
0.83462          1.033443e-02
0.83546          1.034105e-02
0.83629          1.034270e-02
0.83713          1.033557e-02
0.83797          1.033806e-02
0.83881          1.033715e-02
0.83964          1.033145e-02
0.84048          1.033645e-02
0.84133          1.033106e-02
0.84217          1.033585e-02
0.84301          1.032979e-02
0.84385          1.032857e-02
0.84470          1.033116e-02
0.84554          1.033190e-02
0.84639          1.032642e-02
0.84724          1.032666e-02
0.84808          1.032379e-02
0.84893          1.032494e-02
0.84978          1.032531e-02
0.85063          1.032154e-02
0.85148          1.032202e-02
0.85233          1.031995e-02
0.85319          1.031986e-02
0.85404          1.032066e-02
0.85490          1.031828e-02
0.85575          1.031906e-02
0.85661          1.031633e-02
0.85746          1.031474e-02
0.85832          1.031343e-02
0.85918          1.031432e-02
0.86004          1.031151e-02
0.86090          1.031298e-02
0.86176          1.030956e-02
0.86262          1.031195e-02
0.86349          1.030949e-02
0.86435          1.030884e-02
0.86522          1.030876e-02
0.86608          1.030773e-02
0.86695          1.030727e-02
0.86782          1.030825e-02
0.86868          1.030778e-02
0.86955          1.030678e-02
0.87042          1.030621e-02
0.87129          1.030693e-02
0.87217          1.030524e-02
0.87304          1.030565e-02
0.87391          1.030424e-02
0.87479          1.030354e-02
0.87566          1.030365e-02
0.87654          1.030280e-02
0.87741          1.030176e-02
0.87829          1.030301e-02
0.87917          1.030188e-02
0.88005          1.030071e-02
0.88093          1.030065e-02
0.88181          1.030087e-02
0.88269          1.030086e-02
0.88358          1.030073e-02
0.88446          1.029938e-02
0.88535          1.029974e-02
0.88623          1.030115e-02
0.88712          1.030201e-02
0.88801          1.030299e-02
0.88889          1.030698e-02
0.88978          1.030727e-02
0.89067          1.031495e-02
0.89157          1.032650e-02
0.89246          1.035274e-02
0.89335          1.034394e-02
0.89424          1.033114e-02
0.89514          1.032857e-02
0.89603          1.032687e-02
0.89693          1.033528e-02
0.89783          1.032741e-02
0.89873          1.034156e-02
0.89963          1.032810e-02
0.90053          1.033252e-02
0.90143          1.032182e-02
0.90233          1.032125e-02
0.90323          1.031379e-02
0.90414          1.031219e-02
0.90504          1.030880e-02
0.90595          1.031111e-02
0.90685          1.031302e-02
0.90776          1.031405e-02
0.90867          1.031770e-02
0.90958          1.031480e-02
0.91049          1.032082e-02
0.91140          1.031477e-02
0.91231          1.031644e-02
0.91322          1.033942e-02
0.91414          1.032725e-02
0.91505          1.033016e-02
0.91597          1.033903e-02
0.91688          1.033690e-02
0.91780          1.034257e-02
0.91872          1.033253e-02
0.91964          1.033922e-02
0.92056          1.031908e-02
0.92148          1.032887e-02
0.92240          1.032590e-02
0.92332          1.032955e-02
0.92425          1.034686e-02
0.92517          1.034401e-02
0.92610          1.035197e-02
0.92702          1.038414e-02
0.92795          1.047613e-02
0.92888          1.045479e-02
0.92981          1.043431e-02
0.93074          1.043814e-02
0.93167          1.040866e-02
0.93260          1.043712e-02
0.93354          1.044631e-02
0.93447          1.043625e-02
0.93540          1.041365e-02
0.93634          1.044174e-02
0.93728          1.041353e-02
0.93821          1.042493e-02
0.93915          1.041741e-02
0.94009          1.039845e-02
0.94103          1.041372e-02
0.94198          1.040728e-02
0.94292          1.040382e-02
0.94386          1.039292e-02
0.94481          1.040540e-02
0.94575          1.039666e-02
0.94670          1.040031e-02
0.94764          1.040943e-02
0.94859          1.040278e-02
0.94954          1.041028e-02
0.95049          1.040577e-02
0.95144          1.039542e-02
0.95239          1.041645e-02
0.95335          1.038731e-02
0.95430          1.039652e-02
0.95526          1.040794e-02
0.95621          1.040492e-02
0.95717          1.041706e-02
0.95813          1.040280e-02
0.95908          1.041921e-02
0.96004          1.040929e-02
0.96100          1.041957e-02
0.96197          1.040799e-02
0.96293          1.040126e-02
0.96389          1.041862e-02
0.96486          1.039247e-02
0.96582          1.040191e-02
0.96679          1.041816e-02
0.96776          1.037727e-02
0.96872          1.040336e-02
0.96969          1.041234e-02
0.97066          1.037764e-02
0.97163          1.039516e-02
0.97261          1.041898e-02
0.97358          1.039775e-02
0.97455          1.038943e-02
0.97553          1.040428e-02
0.97650          1.039554e-02
0.97748          1.038511e-02
0.97846          1.039005e-02
0.97944          1.039503e-02
0.98042          1.038939e-02
0.98140          1.038673e-02
0.98238          1.039110e-02
0.98336          1.039121e-02
0.98435          1.038522e-02
0.98533          1.038126e-02
0.98632          1.037824e-02
0.98731          1.037782e-02
0.98829          1.037138e-02
0.98928          1.036557e-02
0.99027          1.036272e-02
0.99126          1.036892e-02
0.99225          1.035800e-02
0.99325          1.037248e-02
0.99424          1.036617e-02
0.99524          1.035916e-02
0.99623          1.036062e-02
0.99723          1.035951e-02
0.99823          1.034725e-02
0.99922          1.035630e-02
1.00022          1.035152e-02
1.00122          1.034858e-02
1.00223          1.034906e-02
1.00323          1.035133e-02
1.00423          1.034196e-02
1.00524          1.033908e-02
1.00624          1.034433e-02
1.00725          1.033896e-02
1.00826          1.033897e-02
1.00927          1.033862e-02
1.01028          1.032738e-02
1.01129          1.033432e-02
1.01230          1.033290e-02
1.01331          1.032402e-02
1.01433          1.033489e-02
1.01534          1.032555e-02
1.01636          1.031768e-02
1.01737          1.032998e-02
1.01839          1.032319e-02
1.01941          1.032061e-02
1.02043          1.032328e-02
1.02145          1.031872e-02
1.02247          1.031806e-02
1.02350          1.031988e-02
1.02452          1.031674e-02
1.02554          1.031244e-02
1.02657          1.031682e-02
1.02760          1.031150e-02
1.02863          1.031161e-02
1.02966          1.031010e-02
1.03069          1.030995e-02
1.03172          1.030869e-02
1.03275          1.030844e-02
1.03378          1.030472e-02
1.03482          1.030397e-02
1.03585          1.030687e-02
1.03689          1.030109e-02
1.03793          1.030215e-02
1.03896          1.030401e-02
1.04000          1.030238e-02
1.04104          1.029954e-02
1.04209          1.030017e-02
1.04313          1.030202e-02
1.04417          1.030145e-02
1.04522          1.030079e-02
1.04626          1.029855e-02
1.04731          1.029854e-02
1.04836          1.030153e-02
1.04941          1.029977e-02
1.05046          1.029739e-02
1.05151          1.029822e-02
1.05256          1.029782e-02
1.05361          1.029893e-02
1.05467          1.029652e-02
1.05572          1.029692e-02
1.05678          1.029347e-02
1.05783          1.029975e-02
1.05889          1.029852e-02
1.05995          1.029865e-02
1.06101          1.029456e-02
1.06207          1.029688e-02
1.06314          1.029621e-02
1.06420          1.029536e-02
1.06527          1.029911e-02
1.06633          1.029578e-02
1.06740          1.029758e-02
1.06847          1.029794e-02
1.06953          1.029677e-02
1.07060          1.029843e-02
1.07168          1.029908e-02
1.07275          1.029928e-02
1.07382          1.029285e-02
1.07490          1.030154e-02
1.07597          1.029489e-02
1.07705          1.030402e-02
1.07813          1.029867e-02
1.07920          1.029587e-02
1.08028          1.029905e-02
1.08136          1.030065e-02
1.08245          1.029990e-02
1.08353          1.029977e-02
1.08461          1.030160e-02
1.08570          1.030636e-02
1.08679          1.032421e-02
1.08787          1.031027e-02
1.08896          1.032463e-02
1.09005          1.034280e-02
1.09114          1.034391e-02
1.09223          1.035413e-02
1.09333          1.037575e-02
1.09442          1.038321e-02
1.09551          1.039173e-02
1.09661          1.037767e-02
1.09771          1.039820e-02
1.09881          1.039441e-02
1.09991          1.038976e-02
1.10101          1.041434e-02
1.10211          1.040284e-02
1.10321          1.041130e-02
1.10431          1.039449e-02
1.10542          1.042087e-02
1.10652          1.040074e-02
1.10763          1.043561e-02
1.10874          1.040376e-02
1.10985          1.042541e-02
1.11096          1.045581e-02
1.11207          1.041835e-02
1.11318          1.044435e-02
1.11430          1.042884e-02
1.11541          1.045213e-02
1.11653          1.045294e-02
1.11765          1.045145e-02
1.11876          1.043882e-02
1.11988          1.047521e-02
1.12100          1.042825e-02
1.12212          1.045319e-02
1.12325          1.044809e-02
1.12437          1.042360e-02
1.12550          1.044121e-02
1.12662          1.041361e-02
1.12775          1.041661e-02
1.12888          1.042435e-02
1.13001          1.043398e-02
1.13114          1.044663e-02
1.13227          1.043066e-02
1.13340          1.046586e-02
1.13454          1.054303e-02
1.13567          1.048841e-02
1.13681          1.045408e-02
1.13794          1.044163e-02
1.13908          1.044185e-02
1.14022          1.044188e-02
1.14136          1.044909e-02
1.14251          1.046218e-02
1.14365          1.046627e-02
1.14479          1.045095e-02
1.14594          1.044952e-02
1.14708          1.044634e-02
1.14823          1.043526e-02
1.14938          1.044125e-02
1.15053          1.044556e-02
1.15168          1.044066e-02
1.15283          1.046147e-02
1.15399          1.047877e-02
1.15514          1.043082e-02
1.15630          1.046700e-02
1.15746          1.046644e-02
1.15861          1.043520e-02
1.15977          1.043894e-02
1.16093          1.046227e-02
1.16209          1.045619e-02
1.16326          1.045374e-02
1.16442          1.044746e-02
1.16559          1.047772e-02
1.16675          1.043864e-02
1.16792          1.045101e-02
1.16909          1.047413e-02
1.17026          1.045882e-02
1.17143          1.045428e-02
1.17260          1.042456e-02
1.17377          1.048783e-02
1.17495          1.044927e-02
1.17612          1.047000e-02
1.17730          1.048588e-02
1.17848          1.043946e-02
1.17966          1.044432e-02
1.18084          1.043798e-02
1.18202          1.044642e-02
1.18320          1.043447e-02
1.18439          1.042037e-02
1.18557          1.043510e-02
1.18676          1.043817e-02
1.18794          1.042332e-02
1.18913          1.043559e-02
1.19032          1.042198e-02
1.19151          1.042972e-02
1.19271          1.040794e-02
1.19390          1.040963e-02
1.19509          1.041164e-02
1.19629          1.040625e-02
1.19749          1.040397e-02
1.19868          1.040416e-02
1.19988          1.040597e-02
1.20108          1.039240e-02
1.20228          1.039390e-02
1.20349          1.040429e-02
1.20469          1.038662e-02
1.20590          1.037392e-02
1.20710          1.040326e-02
1.20831          1.038205e-02
1.20952          1.038285e-02
1.21073          1.037439e-02
1.21194          1.038977e-02
1.21315          1.037972e-02
1.21437          1.037372e-02
1.21558          1.036772e-02
1.21680          1.037495e-02
1.21802          1.036538e-02
1.21924          1.036362e-02
1.22046          1.036358e-02
1.22168          1.037189e-02
1.22290          1.036566e-02
1.22412          1.036171e-02
1.22535          1.036603e-02
1.22657          1.034923e-02
1.22780          1.036099e-02
1.22903          1.035572e-02
1.23026          1.035363e-02
1.23149          1.034866e-02
1.23272          1.035164e-02
1.23395          1.035694e-02
1.23519          1.034399e-02
1.23642          1.034911e-02
1.23766          1.034654e-02
1.23890          1.033701e-02
1.24014          1.033983e-02
1.24138          1.034370e-02
1.24262          1.033488e-02
1.24387          1.035641e-02
1.24511          1.033176e-02
1.24636          1.033317e-02
1.24760          1.033236e-02
1.24885          1.033579e-02
1.25010          1.032388e-02
1.25135          1.033054e-02
1.25260          1.034598e-02
1.25386          1.033522e-02
1.25511          1.032636e-02
1.25637          1.032468e-02
1.25762          1.032713e-02
1.25888          1.033600e-02
1.26014          1.033112e-02
1.26140          1.032346e-02
1.26266          1.033499e-02
1.26393          1.033676e-02
1.26519          1.032591e-02
1.26646          1.034135e-02
1.26772          1.033346e-02
1.26899          1.033403e-02
1.27026          1.033069e-02
1.27153          1.033753e-02
1.27281          1.033911e-02
1.27408          1.034767e-02
1.27535          1.033590e-02
1.27663          1.033471e-02
1.27791          1.033088e-02
1.27919          1.034180e-02
1.28047          1.035114e-02
1.28175          1.033117e-02
1.28303          1.035308e-02
1.28431          1.033532e-02
1.28560          1.034489e-02
1.28688          1.035525e-02
1.28817          1.035713e-02
1.28946          1.034938e-02
1.29075          1.034141e-02
1.29204          1.037618e-02
1.29333          1.034750e-02
1.29463          1.034737e-02
1.29592          1.035279e-02
1.29722          1.036298e-02
1.29852          1.034011e-02
1.29982          1.036533e-02
1.30112          1.037825e-02
1.30242          1.037507e-02
1.30372          1.036778e-02
1.30503          1.035641e-02
1.30633          1.037268e-02
1.30764          1.036842e-02
1.30895          1.037180e-02
1.31026          1.037663e-02
1.31157          1.036725e-02
1.31288          1.037279e-02
1.31419          1.039387e-02
1.31551          1.038753e-02
1.31683          1.037890e-02
1.31814          1.038757e-02
1.31946          1.039302e-02
1.32078          1.038906e-02
1.32210          1.039083e-02
1.32343          1.042134e-02
1.32475          1.040502e-02
1.32608          1.041849e-02
1.32740          1.041795e-02
1.32873          1.043007e-02
1.33006          1.046320e-02
1.33139          1.049499e-02
1.33272          1.052357e-02
1.33406          1.057845e-02
1.33539          1.059958e-02
1.33673          1.058743e-02
1.33806          1.056948e-02
1.33940          1.056469e-02
1.34074          1.056512e-02
1.34208          1.060256e-02
1.34343          1.061570e-02
1.34477          1.061375e-02
1.34612          1.060061e-02
1.34746          1.065134e-02
1.34881          1.058600e-02
1.35016          1.067271e-02
1.35151          1.061735e-02
1.35286          1.061225e-02
1.35422          1.069829e-02
1.35557          1.063478e-02
1.35693          1.064080e-02
1.35829          1.067828e-02
1.35965          1.067295e-02
1.36101          1.063540e-02
1.36237          1.067403e-02
1.36373          1.064594e-02
1.36509          1.064996e-02
1.36646          1.063915e-02
1.36783          1.065524e-02
1.36920          1.064364e-02
1.37057          1.068454e-02
1.37194          1.067188e-02
1.37331          1.067454e-02
1.37468          1.066762e-02
1.37606          1.065712e-02
1.37744          1.065084e-02
1.37881          1.064764e-02
1.38019          1.064338e-02
1.38157          1.062349e-02
1.38296          1.069684e-02
1.38434          1.063575e-02
1.38573          1.065146e-02
1.38711          1.060384e-02
1.38850          1.064860e-02
1.38989          1.062165e-02
1.39128          1.066338e-02
1.39267          1.065609e-02
1.39406          1.065364e-02
1.39546          1.064335e-02
1.39686          1.065206e-02
1.39825          1.067288e-02
1.39965          1.064860e-02
1.40105          1.070054e-02
1.40245          1.064793e-02
1.40386          1.066729e-02
1.40526          1.066352e-02
1.40667          1.067411e-02
1.40808          1.065482e-02
1.40948          1.068232e-02
1.41089          1.068488e-02
1.41231          1.069016e-02
1.41372          1.067415e-02
1.41513          1.070555e-02
1.41655          1.067299e-02
1.41797          1.068340e-02
1.41939          1.071115e-02
1.42081          1.066325e-02
1.42223          1.069312e-02
1.42365          1.070623e-02
1.42507          1.068552e-02
1.42650          1.070222e-02
1.42793          1.071076e-02
1.42936          1.070903e-02
1.43079          1.062685e-02
1.43222          1.071894e-02
1.43365          1.070683e-02
1.43508          1.068026e-02
1.43652          1.067691e-02
1.43796          1.068115e-02
1.43940          1.067879e-02
1.44084          1.066819e-02
1.44228          1.067637e-02
1.44372          1.065578e-02
1.44517          1.069365e-02
1.44661          1.067250e-02
1.44806          1.064708e-02
1.44951          1.062828e-02
1.45096          1.068985e-02
1.45241          1.060408e-02
1.45386          1.066616e-02
1.45532          1.061740e-02
1.45677          1.063085e-02
1.45823          1.060962e-02
1.45969          1.062011e-02
1.46115          1.064537e-02
1.46261          1.065796e-02
1.46408          1.062461e-02
1.46554          1.061677e-02
1.46701          1.061195e-02
1.46847          1.066631e-02
1.46994          1.063868e-02
1.47141          1.063831e-02
1.47289          1.060035e-02
1.47436          1.063300e-02
1.47583          1.063525e-02
1.47731          1.063230e-02
1.47879          1.058477e-02
1.48027          1.064820e-02
1.48175          1.061609e-02
1.48323          1.060161e-02
1.48472          1.061892e-02
1.48620          1.060050e-02
1.48769          1.060739e-02
1.48918          1.061515e-02
1.49067          1.059519e-02
1.49216          1.062554e-02
1.49365          1.061559e-02
1.49515          1.059067e-02
1.49664          1.059677e-02
1.49814          1.057499e-02
1.49964          1.058501e-02
1.50114          1.060727e-02
1.50264          1.057119e-02
1.50414          1.059614e-02
1.50565          1.059130e-02
1.50716          1.058419e-02
1.50866          1.057287e-02
1.51017          1.056860e-02
1.51168          1.055516e-02
1.51320          1.060581e-02
1.51471          1.053106e-02
1.51623          1.054028e-02
1.51774          1.057640e-02
1.51926          1.056248e-02
1.52078          1.054713e-02
1.52230          1.055896e-02
1.52383          1.052974e-02
1.52535          1.056534e-02
1.52688          1.056321e-02
1.52840          1.052221e-02
1.52993          1.055300e-02
1.53146          1.054445e-02
1.53300          1.054722e-02
1.53453          1.052432e-02
1.53606          1.052780e-02
1.53760          1.053329e-02
1.53914          1.051650e-02
1.54068          1.052125e-02
1.54222          1.051401e-02
1.54376          1.053336e-02
1.54531          1.050074e-02
1.54686          1.049470e-02
1.54840          1.050248e-02
1.54995          1.049688e-02
1.55150          1.052042e-02
1.55305          1.048614e-02
1.55461          1.048724e-02
1.55616          1.049596e-02
1.55772          1.052903e-02
1.55928          1.050471e-02
1.56084          1.050435e-02
1.56240          1.050088e-02
1.56396          1.048373e-02
1.56553          1.050832e-02
1.56710          1.046994e-02
1.56866          1.047486e-02
1.57023          1.047074e-02
1.57180          1.048120e-02
1.57338          1.047489e-02
1.57495          1.045664e-02
1.57653          1.046756e-02
1.57810          1.047451e-02
1.57968          1.047006e-02
1.58126          1.046982e-02
1.58285          1.045220e-02
1.58443          1.045607e-02
1.58601          1.045153e-02
1.58760          1.044665e-02
1.58919          1.045058e-02
1.59078          1.045558e-02
1.59237          1.044568e-02
1.59396          1.044315e-02
1.59556          1.042789e-02
1.59715          1.043859e-02
1.59875          1.044005e-02
1.60035          1.043336e-02
1.60195          1.044091e-02
1.60356          1.044765e-02
1.60516          1.044258e-02
1.60677          1.043195e-02
1.60837          1.042959e-02
1.60998          1.043283e-02
1.61159          1.043564e-02
1.61321          1.043403e-02
1.61482          1.043400e-02
1.61644          1.043162e-02
1.61805          1.042491e-02
1.61967          1.044741e-02
1.62129          1.043345e-02
1.62291          1.042581e-02
1.62454          1.041754e-02
1.62616          1.043324e-02
1.62779          1.042414e-02
1.62942          1.042789e-02
1.63105          1.043158e-02
1.63268          1.042897e-02
1.63432          1.041826e-02
1.63595          1.042448e-02
1.63759          1.041065e-02
1.63923          1.041382e-02
1.64087          1.041140e-02
1.64251          1.042087e-02
1.64415          1.041290e-02
1.64580          1.040473e-02
1.64744          1.040980e-02
1.64909          1.040684e-02
1.65074          1.040856e-02
1.65239          1.040626e-02
1.65405          1.039776e-02
1.65570          1.041256e-02
1.65736          1.039850e-02
1.65901          1.040716e-02
1.66067          1.040715e-02
1.66234          1.041543e-02
1.66400          1.039755e-02
1.66566          1.039354e-02
1.66733          1.041483e-02
1.66900          1.041658e-02
1.67067          1.039875e-02
1.67234          1.041165e-02
1.67401          1.041111e-02
1.67569          1.039314e-02
1.67736          1.040262e-02
1.67904          1.039686e-02
1.68072          1.037923e-02
1.68240          1.038907e-02
1.68409          1.039424e-02
1.68577          1.038382e-02
1.68746          1.039662e-02
1.68915          1.040207e-02
1.69084          1.038819e-02
1.69253          1.040285e-02
1.69422          1.040591e-02
1.69592          1.039264e-02
1.69761          1.042639e-02
1.69931          1.040692e-02
1.70101          1.041400e-02
1.70271          1.039691e-02
1.70442          1.041342e-02
1.70612          1.041629e-02
1.70783          1.042080e-02
1.70954          1.040551e-02
1.71125          1.042925e-02
1.71296          1.042988e-02
1.71468          1.045351e-02
1.71639          1.044070e-02
1.71811          1.046130e-02
1.71983          1.044608e-02
1.72155          1.044536e-02
1.72327          1.046962e-02
1.72499          1.044929e-02
1.72672          1.047751e-02
1.72845          1.046381e-02
1.73018          1.045322e-02
1.73191          1.049956e-02
1.73364          1.047406e-02
1.73538          1.047999e-02
1.73711          1.048628e-02
1.73885          1.046306e-02
1.74059          1.050478e-02
1.74233          1.047416e-02
1.74407          1.047203e-02
1.74582          1.047482e-02
1.74757          1.052586e-02
1.74931          1.047064e-02
1.75106          1.052297e-02
1.75282          1.047142e-02
1.75457          1.049834e-02
1.75633          1.052595e-02
1.75808          1.052690e-02
1.75984          1.047809e-02
1.76160          1.051976e-02
1.76336          1.053133e-02
1.76513          1.052617e-02
1.76690          1.051305e-02
1.76866          1.057634e-02
1.77043          1.051829e-02
1.77220          1.056804e-02
1.77398          1.053305e-02
1.77575          1.058752e-02
1.77753          1.054041e-02
1.77931          1.055555e-02
1.78109          1.057331e-02
1.78287          1.054270e-02
1.78465          1.056090e-02
1.78644          1.060736e-02
1.78823          1.056383e-02
1.79001          1.056201e-02
1.79181          1.058890e-02
1.79360          1.061874e-02
1.79539          1.057522e-02
1.79719          1.059236e-02
1.79899          1.055945e-02
1.80079          1.064219e-02
1.80259          1.061121e-02
1.80439          1.056866e-02
1.80620          1.061884e-02
1.80800          1.062958e-02
1.80981          1.060070e-02
1.81162          1.064532e-02
1.81344          1.059354e-02
1.81525          1.056273e-02
1.81707          1.062552e-02
1.81889          1.063977e-02
1.82071          1.062573e-02
1.82253          1.064896e-02
1.82435          1.056458e-02
1.82618          1.065573e-02
1.82800          1.060590e-02
1.82983          1.060024e-02
1.83166          1.061577e-02
1.83349          1.062598e-02
1.83533          1.063864e-02
1.83717          1.065890e-02
1.83900          1.062890e-02
1.84084          1.059308e-02
1.84269          1.066045e-02
1.84453          1.064247e-02
1.84637          1.066696e-02
1.84822          1.067882e-02
1.85007          1.067317e-02
1.85192          1.059509e-02
1.85377          1.067634e-02
1.85563          1.065504e-02
1.85749          1.070348e-02
1.85934          1.069587e-02
1.86120          1.071084e-02
1.86307          1.064166e-02
1.86493          1.070269e-02
1.86680          1.062215e-02
1.86866          1.068235e-02
1.87053          1.065001e-02
1.87241          1.065265e-02
1.87428          1.065401e-02
1.87615          1.065404e-02
1.87803          1.068431e-02
1.87991          1.061814e-02
1.88179          1.063971e-02
1.88367          1.060917e-02
1.88556          1.065528e-02
1.88744          1.062634e-02
1.88933          1.065229e-02
1.89122          1.064536e-02
1.89312          1.066579e-02
1.89501          1.064859e-02
1.89691          1.062784e-02
1.89880          1.065780e-02
1.90070          1.062289e-02
1.90260          1.060473e-02
1.90451          1.063246e-02
1.90641          1.065989e-02
1.90832          1.057554e-02
1.91023          1.062211e-02
1.91214          1.065850e-02
1.91405          1.061235e-02
1.91597          1.062418e-02
1.91789          1.060706e-02
1.91981          1.061600e-02
1.92173          1.063249e-02
1.92365          1.063189e-02
1.92557          1.060398e-02
1.92750          1.061754e-02
1.92943          1.062930e-02
1.93136          1.065678e-02
1.93329          1.063863e-02
1.93523          1.060719e-02
1.93716          1.062718e-02
1.93910          1.068947e-02
1.94104          1.067180e-02
1.94298          1.062145e-02
1.94493          1.064003e-02
1.94687          1.063411e-02
1.94882          1.066165e-02
1.95077          1.061206e-02
1.95272          1.066520e-02
1.95467          1.064185e-02
1.95663          1.065812e-02
1.95859          1.062721e-02
1.96055          1.065223e-02
1.96251          1.061925e-02
1.96447          1.064932e-02
1.96644          1.063114e-02
1.96841          1.066616e-02
1.97038          1.060754e-02
1.97235          1.063735e-02
1.97432          1.063711e-02
1.97630          1.066048e-02
1.97827          1.061347e-02
1.98025          1.066152e-02
1.98223          1.064927e-02
1.98422          1.063645e-02
1.98620          1.062346e-02
1.98819          1.064173e-02
1.99018          1.066951e-02
1.99217          1.062062e-02
1.99416          1.062785e-02
1.99616          1.061536e-02
1.99815          1.064502e-02
2.00015          1.064194e-02
2.00215          1.062345e-02
2.00416          1.060857e-02
2.00616          1.064998e-02
2.00817          1.062445e-02
2.01018          1.063112e-02
2.01219          1.061690e-02
2.01420          1.059887e-02
2.01622          1.064472e-02
2.01824          1.060954e-02
2.02026          1.062285e-02
2.02228          1.058867e-02
2.02430          1.058494e-02
2.02633          1.061380e-02
2.02835          1.061802e-02
2.03038          1.061898e-02
2.03241          1.057378e-02
2.03445          1.059206e-02
2.03648          1.057969e-02
2.03852          1.058078e-02
2.04056          1.061439e-02
2.04260          1.055128e-02
2.04464          1.060320e-02
2.04669          1.055437e-02
2.04874          1.057435e-02
2.05079          1.055771e-02
